sentence,Governing Law,Termination,Confidentiality,Limitation Of Liability,License Grant,Non-Compete,Assignment,IP Ownership,Payment Terms
GOVERNING LAW Any lawsuit relating to any matter arising under this Agreement may be initiated in a State or Federal Court located in the Commonwealth of Massachusetts or in any court in the Netherlands having jurisdiction over the matter.,1,0,0,0,0,0,0,0,0
"12.2 IN NO EVENT SHALL EITHER PARTY BE HELD RESPONSIBLE FOR ANY SPECIAL, INDIRECT, INCIDENTAL OR CONSEQUENTIAL DAMAGES OR LOSS OF PROFIT ARISING OUT OF THE USE OF ANY INTELLECTUAL PROPERTY RIGHTS COVERED BY THIS AGREEMENT, OR THE IMPLEMENTATION OF THIS AGREEMENT, EVEN IF SUCH PARTY IS ADVISED IN ADVANCE OF THE POSSIBILITY OF SUCH DAMAGES.",0,0,0,1,0,0,0,0,0
"You further acknowledge that the Intranet facility and all communications that are posted to it will become our property, free of any claims of privacy or privilege that you or any other person may assert.",0,0,0,0,0,0,0,1,0
"Not more than once per quarter, Application Provider may update the list of Application Provider Data Restricted Named Companies shown in EXHIBIT I, so long as such list shall not exceed twenty-five (25) companies.",0,0,0,0,0,1,0,0,0
"This Agreement is the complete and exclusive agreement between the parties with respect to the subject matter hereof, superseding any prior agreements and communications (both written and oral) regarding such subject matter.",0,0,0,0,0,0,0,0,0
56 EXHIBIT N PROJECTED MIPS 2001 Former ------------ ------------ PROJECTED MIPS EQUIFAX: 433 EQUIFAX: 438 CERTEGY: 178 CERTEGY: 266 OVERHEAD MIPS EQUIFAX: 114 EQUIFAX: 68 CERTEGY: 114 CERTEGY: 68 57,0,0,0,0,0,0,0,0,0
Returns originals CO form to Originator.,0,0,0,0,0,0,0,0,0
"Intellectual Property 12.1 Ownership of Inventions, data and results 12.1.1 In General Except as specifically set forth herein, FMI shall own all FMI Inventions, Roche shall own all Roche Inventions, and FMI and Roche shall jointly own all Joint Inventions.",0,0,0,0,0,0,0,1,0
"This Agreement shall inure solely to the benefit of, and shall be binding upon, the Agent, the Company, the MHC, the Bank, and their respective successors and assigns, and no other person shall have or be construed to have any legal or equitable right, remedy 38 or claim under or in respect of or by virtue of this Agreement or any provision herein contained.",0,0,0,0,0,0,0,0,0
CONSULTANT shall be compensated and reimbursed for the services as set forth in the attached Statement of Work.,0,0,0,0,0,0,0,0,0
"Subscription fee in Territory is to be determined based on market research performed by Distributor with pricing to be agreed upon jointly and in writing Each quarter, Distributor will make royalty payments to IMNTV based on a Structure as follows: 55% of subscriber revenue for the subscription based services broadcasting IMNTV content only, net of telecom percentage provided in accordance with this Agreement.",0,0,0,0,0,0,0,0,1
"Certegy hereby assigns, and shall cause each member of the Certegy Group to assign, to Equifax, or the respective Designated Equifax Member, all right, title and interest it may hold in and to such modifications, improvements, Equifax Enhancements and Derivative Works.",0,0,0,0,1,0,0,1,0
"78a et seq., suspending or expelling these persons from membership in this association or exchange.",0,0,0,0,0,0,0,0,0
Supplier will use commercially reasonable efforts to deliver Product to CUTANEA with minimum expiry dating remaining of [***]% of the approved shelf-life.,0,0,0,0,0,0,0,0,1
"Within ninety (90) days after the end of each fiscal year for which a report on Form 10-K is required to be filed with the Commission by or on behalf of the Issuer (commencing with the fiscal year ended December 31, 2020), the Servicer will deliver an Officer's Certificate to the Administrator, the Depositor, the Owner Trustee and the Indenture Trustee to the effect that (A) a review of the Servicer's activities during the prior fiscal year (or since the Closing Date in the case of the first such Officer's Certificate) and of its performance under this Agreement has been made under the supervision of the officer executing such Officer's Certificate and (B) to the best of his or her knowledge, based on the review, the Servicer has fulfilled in all material respects its obligations under this Agreement, or, if there has been a failure to fulfill any such obligation in any material respect, specifying each such failure known to such officer and the nature and status of the failure.",0,0,0,0,0,0,0,0,0
12.2.,0,0,0,0,0,0,0,0,0
"As used in this Agreement: 4.2.1 the term ""Agency Fees"" will mean fees that are charged by you for issuing a new policy pursuant to the Manual.",0,0,0,0,0,0,0,0,1
"(iii) With respect to the responsibility and allocation of costs for the enforcement of the Joint Patents (i) against Third Party products that infringe the Joint Patents outside the Ono Territory, or (ii) 58 [ * ] = Certain confidential information contained in this document, marked by brackets, has been omitted and filed separately with the Securities and Exchange Commission pursuant to Rule 24b-2 of the Securities Exchange Act of 1934, as amended.",0,0,0,0,0,0,0,1,0
3.6 Most Favored Nation.,0,0,0,0,0,0,0,0,0
"To the extent that Client is deemed to obtain any interest or ownership rights in the EFS Property, Client hereby assigns, transfers and conveys to EFS, to the maximum extent permitted by applicable Law, all of Client's right, title and interest therein used by Client under or in connection with this Agreement so that EFS will be the sole owner of all rights therein and further agrees to cooperate with EFS during and after the Term to effect and perfect all assignments.",0,0,0,0,0,0,0,1,0
"Subject to the terms and conditions of this Agreement, MacroGenics hereby grants to Green Cross a non-exclusive, *** = Portions of this exhibit have been omitted pursuant to a request for confidential treatment.",0,0,0,0,1,0,0,0,0
"The relevant Schedules to this Agreement shall be revised to reflect each such partial assignment permitted hereunder, showing the Assignee as a Party.",0,0,0,0,0,0,0,0,0
Either Party may terminate this Agreement hereunder for any reason at its convenience upon one hundred eighty (180) days prior written notice.,0,1,0,0,0,0,0,0,0
"All payments will be made in United States dollars, free of any taxes then currently applicable, at the address designated above by NAI.",0,0,0,0,0,0,0,0,0
"In the event that FG elects not to initiate or defend such Enforcement Action, Astellas shall have the right to initiate or defend such Enforcement Action in its own name, and to the extent permitted under Third Party Agreements, in the name of FG or in the names of both FG and Astellas, in which case, Astellas shall be responsible for [ * ] of the costs and expenses while FG shall be responsible for [ * ] of the costs and expenses, and all amounts recovered shall first be applied to reimbursement of each party's costs and expenses with the remainder to be allocated to Astellas and FG at the ratio of [ * ] and [ * ].",0,0,0,0,0,0,0,0,0
"1.48 ""Indemnitee"" means either the Green Cross Indemnitee or the MacroGenics Indemnitee, as applicable.",0,0,0,0,0,0,0,0,0
"The sole remedy of the Issuer, the Indenture Trustee, the Owner Trustee, and the Secured Parties for any extension, modification, amendment, cancellation or waiver of a Receivable or any terms thereof under Section 3.2(b) or a breach of the covenants made by the Servicer in Section 3.2(c) or (d) is the Servicer's acquisition of the Receivables, as described under this Section 3.3.",0,0,0,1,0,0,0,0,0
"The Affinities will be organized into stand-alone articles around specific topics (each, an ""Article"") according to the taxonomy set forth in Schedule A.",0,0,0,0,0,0,0,0,0
"Licensee hereby grants all licenses to Fox to enable Fox to provide Wireless Products to VGSL and T-Mobile for distribution to VGSL and T-Mobile subscribers outside of the United States in accordance with the terms of this Agreement, and shall further deliver such Wireless Products to VGSL and T-Mobile on behalf of Fox.",0,0,0,0,1,0,0,0,0
"Such Distributor information, excluding POS reports and Distributor lists, shall be used by Cisco only in connection with this Agreement.",0,0,0,0,0,0,0,0,0
"No Party may assign this Agreement, or any of its rights or obligations under this Agreement (whether by operation of Law or otherwise), without the prior written consent of the other Party; provided, that notwithstanding the foregoing, any Party may assign any or all of its rights or obligations under this Agreement without the consent of the other Party to: (a) its Affiliates, (b) a purchaser of: (i) one or more of its Affiliates that is a Provider or Recipient under this Agreement; (ii) all or substantially all of the business or assets of one or more of its Affiliates that is a Provider or Recipient under this Agreement; or (iii) all or substantially all of such Party's business or assets, or (c) its financing sources solely for collateral purposes, in each case so long as the assignee agrees to be bound by the terms of this Agreement.",0,0,0,0,0,0,1,0,0
13.5 Assignment Neither party may assign this Agreement without the prior written consent of the other.,0,0,0,0,0,0,1,0,0
